epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
614,9729.4,0.82764,0.7329,0.10347,0.48015,1.6515,0.91821,0.75,0.80567,0.3708,0.91821,0.75,0.745,0.56837,1.78304,1.22983,0.03058,0.64448,2.7691,0.00159542,0.00159542,0.00159542
615,9744.89,0.7661,0.73085,0.06908,0.44335,1.38836,0.91821,0.75,0.80567,0.3708,0.91821,0.75,0.745,0.56837,1.78304,1.22983,0.03058,0.64448,2.7691,0.00159476,0.00159476,0.00159476
616,9760.14,0.68382,0.8164,0.15183,0.41065,1.4846,0.91821,0.75,0.80567,0.3708,0.91821,0.75,0.745,0.56837,1.78304,1.22983,0.03058,0.64448,2.7691,0.0015941,0.0015941,0.0015941
617,9775.36,0.62317,1.13988,0.18724,0.40048,1.3506,0.91821,0.75,0.80567,0.3708,0.91821,0.75,0.745,0.56837,1.78304,1.22983,0.03058,0.64448,2.7691,0.00159344,0.00159344,0.00159344
618,9790.94,0.62926,0.5081,0.11998,0.41793,1.37071,0.88869,0.75,0.745,0.39333,0.88869,0.75,0.745,0.56212,1.73203,1.20653,0.03139,0.60231,2.51472,0.00159278,0.00159278,0.00159278
619,9806.27,0.65663,0.62878,0.04208,0.40517,1.36034,0.88869,0.75,0.745,0.39333,0.88869,0.75,0.745,0.56212,1.73203,1.20653,0.03139,0.60231,2.51472,0.00159212,0.00159212,0.00159212
620,9821.5,0.72376,0.58349,0.12963,0.41828,1.39504,0.88869,0.75,0.745,0.39333,0.88869,0.75,0.745,0.56212,1.73203,1.20653,0.03139,0.60231,2.51472,0.00159146,0.00159146,0.00159146
621,9836.88,0.90932,0.61538,0.13411,0.4418,1.60394,0.88869,0.75,0.745,0.39333,0.88869,0.75,0.745,0.56212,1.73203,1.20653,0.03139,0.60231,2.51472,0.0015908,0.0015908,0.0015908
622,9852.27,0.91488,0.71405,0.04292,0.4376,1.73717,0.95989,0.75,0.745,0.4178,0.95989,0.75,0.745,0.575,1.66298,1.10607,0.03173,0.59971,2.42204,0.00159014,0.00159014,0.00159014
623,9867.46,0.74902,0.83897,0.12935,0.45026,1.34543,0.95989,0.75,0.745,0.4178,0.95989,0.75,0.745,0.575,1.66298,1.10607,0.03173,0.59971,2.42204,0.00158948,0.00158948,0.00158948
624,9883,0.79332,0.9158,0.19102,0.41168,1.58612,0.95989,0.75,0.745,0.4178,0.95989,0.75,0.745,0.575,1.66298,1.10607,0.03173,0.59971,2.42204,0.00158882,0.00158882,0.00158882
625,9898.22,0.7588,0.64467,0.08147,0.43643,1.36263,0.95989,0.75,0.745,0.4178,0.95989,0.75,0.745,0.575,1.66298,1.10607,0.03173,0.59971,2.42204,0.00158816,0.00158816,0.00158816
626,9913.67,0.77697,0.77347,0.03188,0.42734,1.37676,0.98331,0.75,0.745,0.41208,0.98331,0.75,0.745,0.61067,1.70872,0.98591,0.03397,0.59625,2.58422,0.0015875,0.0015875,0.0015875
627,9929.06,0.79339,0.64196,0.12765,0.44183,1.38001,0.98331,0.75,0.745,0.41208,0.98331,0.75,0.745,0.61067,1.70872,0.98591,0.03397,0.59625,2.58422,0.00158684,0.00158684,0.00158684
628,9944.44,0.90201,0.42979,0.02606,0.45403,1.4474,0.98331,0.75,0.745,0.41208,0.98331,0.75,0.745,0.61067,1.70872,0.98591,0.03397,0.59625,2.58422,0.00158618,0.00158618,0.00158618
629,9959.52,0.67007,0.73047,0.11241,0.43237,1.38796,0.98331,0.75,0.745,0.41208,0.98331,0.75,0.745,0.61067,1.70872,0.98591,0.03397,0.59625,2.58422,0.00158552,0.00158552,0.00158552
630,9975.05,0.711,0.69378,0.05012,0.39421,1.45802,0.98956,0.75,0.745,0.361,0.98956,0.75,0.745,0.60442,1.79879,0.97702,0.0357,0.58059,2.7932,0.00158486,0.00158486,0.00158486
631,9990.4,0.78799,0.80283,0.16879,0.43329,1.39847,0.98956,0.75,0.745,0.361,0.98956,0.75,0.745,0.60442,1.79879,0.97702,0.0357,0.58059,2.7932,0.0015842,0.0015842,0.0015842
632,10005.8,0.68126,0.59436,0.08111,0.38396,1.3229,0.98956,0.75,0.745,0.361,0.98956,0.75,0.745,0.60442,1.79879,0.97702,0.0357,0.58059,2.7932,0.00158354,0.00158354,0.00158354
633,10021,0.69016,0.75231,0.07747,0.40888,1.37502,0.98956,0.75,0.745,0.361,0.98956,0.75,0.745,0.60442,1.79879,0.97702,0.0357,0.58059,2.7932,0.00158288,0.00158288,0.00158288
634,10036.4,0.71988,0.85589,0.17332,0.43982,1.36142,0.99087,0.75,0.745,0.37767,0.99087,0.75,0.745,0.59842,1.7631,0.95021,0.03615,0.56801,2.7351,0.00158222,0.00158222,0.00158222
635,10051.7,0.66049,0.62768,0.19032,0.39204,1.34968,0.99087,0.75,0.745,0.37767,0.99087,0.75,0.745,0.59842,1.7631,0.95021,0.03615,0.56801,2.7351,0.00158156,0.00158156,0.00158156
636,10067,0.75654,0.58278,0.09641,0.40493,1.45973,0.99087,0.75,0.745,0.37767,0.99087,0.75,0.745,0.59842,1.7631,0.95021,0.03615,0.56801,2.7351,0.0015809,0.0015809,0.0015809
637,10082.4,0.59135,0.63558,0.16118,0.40395,1.34038,0.99087,0.75,0.745,0.37767,0.99087,0.75,0.745,0.59842,1.7631,0.95021,0.03615,0.56801,2.7351,0.00158024,0.00158024,0.00158024
638,10097.6,0.72674,0.56618,0.09093,0.40364,1.43089,0.99029,0.75,0.745,0.364,0.99029,0.75,0.745,0.55233,1.75535,1.03034,0.03394,0.5882,2.65406,0.00157958,0.00157958,0.00157958
639,10113.1,0.80242,0.54372,0.05343,0.39907,1.50024,0.99029,0.75,0.745,0.364,0.99029,0.75,0.745,0.55233,1.75535,1.03034,0.03394,0.5882,2.65406,0.00157892,0.00157892,0.00157892
640,10128.4,0.60838,0.59229,0.14691,0.36523,1.32863,0.99029,0.75,0.745,0.364,0.99029,0.75,0.745,0.55233,1.75535,1.03034,0.03394,0.5882,2.65406,0.00157826,0.00157826,0.00157826
641,10143.9,0.73826,0.51138,0.03101,0.38848,1.46132,0.99029,0.75,0.745,0.364,0.99029,0.75,0.745,0.55233,1.75535,1.03034,0.03394,0.5882,2.65406,0.0015776,0.0015776,0.0015776
642,10159.4,0.72009,0.52239,0.10945,0.4108,1.37112,0.9908,0.75,0.745,0.4153,0.9908,0.75,0.745,0.5405,1.71235,1.16942,0.03018,0.60164,2.52167,0.00157694,0.00157694,0.00157694
643,10175,0.70275,0.51842,0.12906,0.39212,1.30989,0.9908,0.75,0.745,0.4153,0.9908,0.75,0.745,0.5405,1.71235,1.16942,0.03018,0.60164,2.52167,0.00157628,0.00157628,0.00157628
644,10190.4,0.7886,0.62374,0.05271,0.4137,1.55493,0.9908,0.75,0.745,0.4153,0.9908,0.75,0.745,0.5405,1.71235,1.16942,0.03018,0.60164,2.52167,0.00157562,0.00157562,0.00157562
645,10205.6,0.64477,0.68825,0.08659,0.3853,1.36698,0.9908,0.75,0.745,0.4153,0.9908,0.75,0.745,0.5405,1.71235,1.16942,0.03018,0.60164,2.52167,0.00157496,0.00157496,0.00157496
646,10221,0.70927,0.52322,0.08232,0.41904,1.46905,0.99064,0.75,0.745,0.373,0.99064,0.75,0.745,0.551,1.77136,1.27851,0.02912,0.5666,2.64979,0.0015743,0.0015743,0.0015743
647,10236.4,0.83432,0.60153,0.05904,0.47897,1.44614,0.99064,0.75,0.745,0.373,0.99064,0.75,0.745,0.551,1.77136,1.27851,0.02912,0.5666,2.64979,0.00157364,0.00157364,0.00157364
648,10251.6,0.7926,0.5495,0.10073,0.47251,1.47653,0.99064,0.75,0.745,0.373,0.99064,0.75,0.745,0.551,1.77136,1.27851,0.02912,0.5666,2.64979,0.00157298,0.00157298,0.00157298
649,10266.9,0.73915,0.63419,0.09348,0.42607,1.39532,0.99064,0.75,0.745,0.373,0.99064,0.75,0.745,0.551,1.77136,1.27851,0.02912,0.5666,2.64979,0.00157232,0.00157232,0.00157232
650,10282.6,0.81609,0.65136,0.09591,0.43453,1.53066,0.98978,0.75,0.745,0.38967,0.98978,0.75,0.745,0.51775,1.77228,1.36414,0.02876,0.62295,2.70043,0.00157166,0.00157166,0.00157166
651,10297.8,0.70123,0.54713,0.17848,0.40105,1.34527,0.98978,0.75,0.745,0.38967,0.98978,0.75,0.745,0.51775,1.77228,1.36414,0.02876,0.62295,2.70043,0.001571,0.001571,0.001571
652,10313,0.72048,0.64445,0.16832,0.42061,1.4412,0.98978,0.75,0.745,0.38967,0.98978,0.75,0.745,0.51775,1.77228,1.36414,0.02876,0.62295,2.70043,0.00157034,0.00157034,0.00157034
653,10328.3,0.95821,0.58415,0.07452,0.45203,1.58909,0.98978,0.75,0.745,0.38967,0.98978,0.75,0.745,0.51775,1.77228,1.36414,0.02876,0.62295,2.70043,0.00156968,0.00156968,0.00156968
654,10343.8,0.72157,0.78379,0.18011,0.40134,1.34861,0.98967,0.75,0.745,0.39863,0.98967,0.75,0.745,0.466,1.74065,1.4989,0.02654,0.66304,2.65738,0.00156902,0.00156902,0.00156902
655,10359.3,0.67961,0.55638,0.04499,0.41478,1.34162,0.98967,0.75,0.745,0.39863,0.98967,0.75,0.745,0.466,1.74065,1.4989,0.02654,0.66304,2.65738,0.00156836,0.00156836,0.00156836
656,10374.8,0.63671,0.62524,0.0663,0.39708,1.36272,0.98967,0.75,0.745,0.39863,0.98967,0.75,0.745,0.466,1.74065,1.4989,0.02654,0.66304,2.65738,0.0015677,0.0015677,0.0015677
657,10390.1,0.83228,0.61397,0.09142,0.44274,1.45582,0.98967,0.75,0.745,0.39863,0.98967,0.75,0.745,0.466,1.74065,1.4989,0.02654,0.66304,2.65738,0.00156704,0.00156704,0.00156704
658,10405.8,0.83095,0.49398,0.11356,0.45828,1.45434,0.98886,0.75,0.745,0.4235,0.98886,0.75,0.745,0.43183,1.57005,1.54574,0.02668,0.67355,2.39258,0.00156638,0.00156638,0.00156638
659,10421.1,0.67707,0.58894,0.13957,0.38069,1.33374,0.98886,0.75,0.745,0.4235,0.98886,0.75,0.745,0.43183,1.57005,1.54574,0.02668,0.67355,2.39258,0.00156572,0.00156572,0.00156572
660,10436.2,0.65154,0.71347,0.09021,0.41404,1.32442,0.98886,0.75,0.745,0.4235,0.98886,0.75,0.745,0.43183,1.57005,1.54574,0.02668,0.67355,2.39258,0.00156506,0.00156506,0.00156506
661,10451.6,0.66596,0.67702,0.30138,0.38071,1.468,0.98886,0.75,0.745,0.4235,0.98886,0.75,0.745,0.43183,1.57005,1.54574,0.02668,0.67355,2.39258,0.0015644,0.0015644,0.0015644
662,10467.3,0.69007,0.641,0.13562,0.42015,1.26926,0.99056,0.75,0.745,0.43197,0.99056,0.75,0.745,0.49733,1.62351,1.46858,0.02938,0.62019,2.43657,0.00156374,0.00156374,0.00156374
663,10482.5,0.74175,0.4396,0.09254,0.40648,1.36707,0.99056,0.75,0.745,0.43197,0.99056,0.75,0.745,0.49733,1.62351,1.46858,0.02938,0.62019,2.43657,0.00156308,0.00156308,0.00156308
664,10497.7,0.7542,0.58519,0.1296,0.44341,1.32381,0.99056,0.75,0.745,0.43197,0.99056,0.75,0.745,0.49733,1.62351,1.46858,0.02938,0.62019,2.43657,0.00156242,0.00156242,0.00156242
665,10513.1,0.75605,0.51696,0.12476,0.45567,1.46821,0.99056,0.75,0.745,0.43197,0.99056,0.75,0.745,0.49733,1.62351,1.46858,0.02938,0.62019,2.43657,0.00156176,0.00156176,0.00156176
666,10528.4,0.59835,0.512,0.15002,0.38844,1.24004,0.99073,0.75,0.745,0.39758,0.99073,0.75,0.745,0.51306,1.88517,1.32703,0.0336,0.66432,2.94084,0.0015611,0.0015611,0.0015611
667,10543.9,0.67761,0.39983,0.03401,0.37992,1.3949,0.99073,0.75,0.745,0.39758,0.99073,0.75,0.745,0.51306,1.88517,1.32703,0.0336,0.66432,2.94084,0.00156044,0.00156044,0.00156044
668,10559.2,0.71016,0.61861,0.1132,0.36874,1.36215,0.99073,0.75,0.745,0.39758,0.99073,0.75,0.745,0.51306,1.88517,1.32703,0.0336,0.66432,2.94084,0.00155978,0.00155978,0.00155978
669,10574.5,0.65972,0.6202,0.11684,0.37844,1.34644,0.99073,0.75,0.745,0.39758,0.99073,0.75,0.745,0.51306,1.88517,1.32703,0.0336,0.66432,2.94084,0.00155912,0.00155912,0.00155912
670,10589.9,0.6598,0.55445,0.11381,0.39117,1.3621,0.98595,0.75,0.745,0.35633,0.98595,0.75,0.80567,0.47717,2.07767,1.48794,0.03573,0.755,3.36454,0.00155846,0.00155846,0.00155846
671,10605.2,0.84989,0.6444,0.15295,0.44142,1.53286,0.98595,0.75,0.745,0.35633,0.98595,0.75,0.80567,0.47717,2.07767,1.48794,0.03573,0.755,3.36454,0.0015578,0.0015578,0.0015578
672,10620.4,0.73695,0.51028,0.03408,0.42706,1.37994,0.98595,0.75,0.745,0.35633,0.98595,0.75,0.80567,0.47717,2.07767,1.48794,0.03573,0.755,3.36454,0.00155714,0.00155714,0.00155714
673,10636.2,0.64871,0.55015,0.15558,0.39692,1.33744,0.98595,0.75,0.745,0.35633,0.98595,0.75,0.80567,0.47717,2.07767,1.48794,0.03573,0.755,3.36454,0.00155648,0.00155648,0.00155648
674,10651.6,0.66832,0.67629,0.069,0.44222,1.31119,0.9903,0.75,0.745,0.35217,0.9903,0.75,0.745,0.4464,2.04506,1.36865,0.03419,0.71823,3.36748,0.00155582,0.00155582,0.00155582
675,10666.8,0.77426,0.57154,0.04733,0.38594,1.46343,0.9903,0.75,0.745,0.35217,0.9903,0.75,0.745,0.4464,2.04506,1.36865,0.03419,0.71823,3.36748,0.00155516,0.00155516,0.00155516
676,10682,0.63701,0.50301,0.10025,0.42802,1.32619,0.9903,0.75,0.745,0.35217,0.9903,0.75,0.745,0.4464,2.04506,1.36865,0.03419,0.71823,3.36748,0.0015545,0.0015545,0.0015545
677,10697.5,0.69449,0.54482,0.08104,0.41804,1.38042,0.9903,0.75,0.745,0.35217,0.9903,0.75,0.745,0.4464,2.04506,1.36865,0.03419,0.71823,3.36748,0.00155384,0.00155384,0.00155384
678,10712.8,0.80283,0.513,0.07139,0.45441,1.38533,0.98992,0.75,0.745,0.35425,0.98992,0.75,0.745,0.45883,1.95067,1.38123,0.02937,0.62514,3.15378,0.00155318,0.00155318,0.00155318
679,10728.3,0.82049,0.45049,0.03717,0.41441,1.47963,0.98992,0.75,0.745,0.35425,0.98992,0.75,0.745,0.45883,1.95067,1.38123,0.02937,0.62514,3.15378,0.00155252,0.00155252,0.00155252
680,10743.5,0.71332,0.73387,0.08071,0.43571,1.47608,0.98992,0.75,0.745,0.35425,0.98992,0.75,0.745,0.45883,1.95067,1.38123,0.02937,0.62514,3.15378,0.00155186,0.00155186,0.00155186
681,10758.8,0.64085,0.59332,0.20075,0.40738,1.29714,0.98992,0.75,0.745,0.35425,0.98992,0.75,0.745,0.45883,1.95067,1.38123,0.02937,0.62514,3.15378,0.0015512,0.0015512,0.0015512
682,10774,0.70436,0.77419,0.18352,0.40127,1.32038,0.98883,0.75,0.745,0.34125,0.98883,0.75,0.745,0.37729,1.89478,1.68116,0.0268,0.69766,2.98628,0.00155054,0.00155054,0.00155054
683,10789.3,0.71947,0.54002,0.13664,0.41802,1.4257,0.98883,0.75,0.745,0.34125,0.98883,0.75,0.745,0.37729,1.89478,1.68116,0.0268,0.69766,2.98628,0.00154988,0.00154988,0.00154988
684,10804.4,0.72787,0.45301,0.0679,0.41509,1.40099,0.98883,0.75,0.745,0.34125,0.98883,0.75,0.745,0.37729,1.89478,1.68116,0.0268,0.69766,2.98628,0.00154922,0.00154922,0.00154922
685,10820,0.762,0.56395,0.15972,0.50879,1.32059,0.98883,0.75,0.745,0.34125,0.98883,0.75,0.745,0.37729,1.89478,1.68116,0.0268,0.69766,2.98628,0.00154856,0.00154856,0.00154856
686,10835.3,0.81551,0.57117,0.08081,0.48379,1.4163,0.98493,0.75,0.745,0.35792,0.98493,0.75,0.745,0.37453,1.77372,1.63913,0.0276,0.67149,2.77295,0.0015479,0.0015479,0.0015479
687,10850.4,0.73517,0.55776,0.08188,0.45688,1.45377,0.98493,0.75,0.745,0.35792,0.98493,0.75,0.745,0.37453,1.77372,1.63913,0.0276,0.67149,2.77295,0.00154724,0.00154724,0.00154724
688,10865.6,0.63456,0.47392,0.09219,0.40938,1.38969,0.98493,0.75,0.745,0.35792,0.98493,0.75,0.745,0.37453,1.77372,1.63913,0.0276,0.67149,2.77295,0.00154658,0.00154658,0.00154658
689,10881.1,0.77803,0.49855,0.05047,0.40682,1.49054,0.98493,0.75,0.745,0.35792,0.98493,0.75,0.745,0.37453,1.77372,1.63913,0.0276,0.67149,2.77295,0.00154592,0.00154592,0.00154592
690,10896.5,0.69147,0.51573,0.13102,0.39479,1.33334,0.99015,0.75,0.745,0.37508,0.99015,0.75,0.745,0.47167,1.62669,1.40193,0.02893,0.63635,2.57741,0.00154526,0.00154526,0.00154526
691,10911.8,0.76856,0.52779,0.0446,0.42315,1.42097,0.99015,0.75,0.745,0.37508,0.99015,0.75,0.745,0.47167,1.62669,1.40193,0.02893,0.63635,2.57741,0.0015446,0.0015446,0.0015446
692,10927.1,0.71342,0.53102,0.06461,0.44714,1.29066,0.99015,0.75,0.745,0.37508,0.99015,0.75,0.745,0.47167,1.62669,1.40193,0.02893,0.63635,2.57741,0.00154394,0.00154394,0.00154394
693,10942.5,0.64809,0.55682,0.06541,0.39068,1.26346,0.99015,0.75,0.745,0.37508,0.99015,0.75,0.745,0.47167,1.62669,1.40193,0.02893,0.63635,2.57741,0.00154328,0.00154328,0.00154328
694,10958.1,0.58581,0.69925,0.15069,0.37407,1.31478,0.98782,0.75,0.745,0.37908,0.98782,0.75,0.745,0.54387,1.58814,1.17399,0.02961,0.64656,2.57657,0.00154262,0.00154262,0.00154262
695,10973.4,0.6753,0.50097,0.10294,0.39957,1.29767,0.98782,0.75,0.745,0.37908,0.98782,0.75,0.745,0.54387,1.58814,1.17399,0.02961,0.64656,2.57657,0.00154196,0.00154196,0.00154196
696,10988.6,0.71638,0.54752,0.14515,0.42092,1.36867,0.98782,0.75,0.745,0.37908,0.98782,0.75,0.745,0.54387,1.58814,1.17399,0.02961,0.64656,2.57657,0.0015413,0.0015413,0.0015413
697,11004,0.66539,0.44271,0.05912,0.38138,1.38617,0.98782,0.75,0.745,0.37908,0.98782,0.75,0.745,0.54387,1.58814,1.17399,0.02961,0.64656,2.57657,0.00154064,0.00154064,0.00154064
698,11019.4,0.595,0.53139,0.11953,0.3911,1.24463,0.98542,0.75,0.745,0.39533,0.98542,0.75,0.745,0.57058,1.58158,1.06974,0.03212,0.62711,2.51543,0.00153998,0.00153998,0.00153998
699,11034.7,0.63515,0.6804,0.10795,0.41102,1.26903,0.98542,0.75,0.745,0.39533,0.98542,0.75,0.745,0.57058,1.58158,1.06974,0.03212,0.62711,2.51543,0.00153932,0.00153932,0.00153932
700,11050.1,0.70331,0.41005,0.03163,0.40822,1.43623,0.98542,0.75,0.745,0.39533,0.98542,0.75,0.745,0.57058,1.58158,1.06974,0.03212,0.62711,2.51543,0.00153866,0.00153866,0.00153866
701,11065.5,0.74753,0.45891,0.02278,0.43243,1.30523,0.98542,0.75,0.745,0.39533,0.98542,0.75,0.745,0.57058,1.58158,1.06974,0.03212,0.62711,2.51543,0.001538,0.001538,0.001538
702,11081,0.6435,0.57212,0.11043,0.37693,1.29228,0.99081,0.75,0.745,0.42425,0.99081,0.75,0.745,0.55808,1.48529,1.01614,0.03089,0.55767,2.33753,0.00153734,0.00153734,0.00153734
703,11096.2,0.58456,0.5955,0.08802,0.38442,1.33098,0.99081,0.75,0.745,0.42425,0.99081,0.75,0.745,0.55808,1.48529,1.01614,0.03089,0.55767,2.33753,0.00153668,0.00153668,0.00153668
704,11111.4,0.76164,0.62197,0.08728,0.40794,1.37695,0.99081,0.75,0.745,0.42425,0.99081,0.75,0.745,0.55808,1.48529,1.01614,0.03089,0.55767,2.33753,0.00153602,0.00153602,0.00153602
705,11126.8,0.64776,0.65814,0.10942,0.42872,1.40092,0.99081,0.75,0.745,0.42425,0.99081,0.75,0.745,0.55808,1.48529,1.01614,0.03089,0.55767,2.33753,0.00153536,0.00153536,0.00153536
706,11142.1,0.69056,0.52451,0.14457,0.37216,1.35782,0.99114,0.75,0.745,0.42425,0.99114,0.75,0.745,0.55158,1.54172,1.03337,0.02943,0.54458,2.42517,0.0015347,0.0015347,0.0015347
707,11157.3,0.68601,0.40866,0.04414,0.42159,1.33304,0.99114,0.75,0.745,0.42425,0.99114,0.75,0.745,0.55158,1.54172,1.03337,0.02943,0.54458,2.42517,0.00153404,0.00153404,0.00153404
708,11172.8,0.85065,0.48701,0.02597,0.40894,1.53383,0.99114,0.75,0.745,0.42425,0.99114,0.75,0.745,0.55158,1.54172,1.03337,0.02943,0.54458,2.42517,0.00153338,0.00153338,0.00153338
709,11188.3,0.62663,0.71915,0.03332,0.3937,1.32357,0.99114,0.75,0.745,0.42425,0.99114,0.75,0.745,0.55158,1.54172,1.03337,0.02943,0.54458,2.42517,0.00153272,0.00153272,0.00153272
710,11203.6,0.59852,0.63602,0.0544,0.37108,1.31614,0.99123,0.75,0.745,0.45158,0.99123,0.75,0.745,0.54423,1.54485,1.04253,0.02876,0.53632,2.45292,0.00153206,0.00153206,0.00153206
711,11218.7,0.64994,0.46753,0.14981,0.38888,1.30889,0.99123,0.75,0.745,0.45158,0.99123,0.75,0.745,0.54423,1.54485,1.04253,0.02876,0.53632,2.45292,0.0015314,0.0015314,0.0015314
712,11234.2,0.5946,0.40209,0.02255,0.35128,1.2097,0.99123,0.75,0.745,0.45158,0.99123,0.75,0.745,0.54423,1.54485,1.04253,0.02876,0.53632,2.45292,0.00153074,0.00153074,0.00153074
713,11249.5,0.6251,0.58073,0.05574,0.35972,1.2232,0.99123,0.75,0.745,0.45158,0.99123,0.75,0.745,0.54423,1.54485,1.04253,0.02876,0.53632,2.45292,0.00153008,0.00153008,0.00153008
714,11265.1,0.63233,0.44763,0.0854,0.3716,1.33652,0.99137,0.75,0.745,0.43592,0.99137,0.75,0.745,0.57079,1.55625,1.02126,0.02921,0.55609,2.46654,0.00152942,0.00152942,0.00152942
715,11280.2,0.70478,0.41223,0.03984,0.36943,1.24951,0.99137,0.75,0.745,0.43592,0.99137,0.75,0.745,0.57079,1.55625,1.02126,0.02921,0.55609,2.46654,0.00152876,0.00152876,0.00152876
716,11295.4,0.5491,0.61888,0.19557,0.38496,1.20919,0.99137,0.75,0.745,0.43592,0.99137,0.75,0.745,0.57079,1.55625,1.02126,0.02921,0.55609,2.46654,0.0015281,0.0015281,0.0015281
717,11311.1,0.73945,0.51961,0.16133,0.40552,1.46191,0.99137,0.75,0.745,0.43592,0.99137,0.75,0.745,0.57079,1.55625,1.02126,0.02921,0.55609,2.46654,0.00152744,0.00152744,0.00152744
718,11326.5,0.73744,0.79409,0.1638,0.42142,1.36037,0.99138,0.75,0.745,0.439,0.99138,0.75,0.80567,0.57959,1.5364,1.01656,0.0316,0.60574,2.41075,0.00152678,0.00152678,0.00152678
719,11341.8,0.6725,0.59713,0.19202,0.41324,1.37037,0.99138,0.75,0.745,0.439,0.99138,0.75,0.80567,0.57959,1.5364,1.01656,0.0316,0.60574,2.41075,0.00152612,0.00152612,0.00152612
720,11357.2,0.88952,0.45155,0.02531,0.45611,1.41195,0.99138,0.75,0.745,0.439,0.99138,0.75,0.80567,0.57959,1.5364,1.01656,0.0316,0.60574,2.41075,0.00152546,0.00152546,0.00152546
721,11372.4,0.77776,0.52608,0.10966,0.43075,1.43692,0.99138,0.75,0.745,0.439,0.99138,0.75,0.80567,0.57959,1.5364,1.01656,0.0316,0.60574,2.41075,0.0015248,0.0015248,0.0015248
722,11387.8,0.71055,0.46226,0.0454,0.39929,1.40803,0.99125,0.75,0.745,0.40679,0.99125,0.75,0.80567,0.57177,1.42682,1.03585,0.03246,0.60594,2.2894,0.00152414,0.00152414,0.00152414
723,11402.8,0.69903,0.49022,0.03615,0.38214,1.27599,0.99125,0.75,0.745,0.40679,0.99125,0.75,0.80567,0.57177,1.42682,1.03585,0.03246,0.60594,2.2894,0.00152348,0.00152348,0.00152348
724,11418.2,0.64077,0.51662,0.06754,0.35356,1.38122,0.99125,0.75,0.745,0.40679,0.99125,0.75,0.80567,0.57177,1.42682,1.03585,0.03246,0.60594,2.2894,0.00152282,0.00152282,0.00152282
725,11433.5,0.88693,0.54977,0.12232,0.43212,1.46678,0.99125,0.75,0.745,0.40679,0.99125,0.75,0.80567,0.57177,1.42682,1.03585,0.03246,0.60594,2.2894,0.00152216,0.00152216,0.00152216
726,11449,0.82986,0.60204,0.0567,0.44871,1.43132,0.99117,0.75,0.745,0.38493,0.99117,0.75,0.745,0.5129,1.57497,1.16774,0.02988,0.6443,2.5341,0.0015215,0.0015215,0.0015215
727,11464.2,0.5765,0.62139,0.19899,0.39668,1.28177,0.99117,0.75,0.745,0.38493,0.99117,0.75,0.745,0.5129,1.57497,1.16774,0.02988,0.6443,2.5341,0.00152084,0.00152084,0.00152084
728,11479.4,0.5954,0.62908,0.13613,0.39364,1.26166,0.99117,0.75,0.745,0.38493,0.99117,0.75,0.745,0.5129,1.57497,1.16774,0.02988,0.6443,2.5341,0.00152018,0.00152018,0.00152018
729,11494.6,0.58631,0.49922,0.11515,0.37272,1.30396,0.99117,0.75,0.745,0.38493,0.99117,0.75,0.745,0.5129,1.57497,1.16774,0.02988,0.6443,2.5341,0.00151952,0.00151952,0.00151952
730,11510,0.72619,0.71411,0.13167,0.42054,1.34388,0.99092,0.75,0.745,0.39712,0.99092,0.75,0.745,0.46783,1.60587,1.30465,0.02673,0.68409,2.67031,0.00151886,0.00151886,0.00151886
731,11525.5,0.52579,0.57164,0.08766,0.35689,1.22292,0.99092,0.75,0.745,0.39712,0.99092,0.75,0.745,0.46783,1.60587,1.30465,0.02673,0.68409,2.67031,0.0015182,0.0015182,0.0015182
732,11541.1,0.55275,0.51685,0.0784,0.3427,1.27908,0.99092,0.75,0.745,0.39712,0.99092,0.75,0.745,0.46783,1.60587,1.30465,0.02673,0.68409,2.67031,0.00151754,0.00151754,0.00151754
733,11556.4,0.65462,0.40795,0.0237,0.36876,1.25634,0.99092,0.75,0.745,0.39712,0.99092,0.75,0.745,0.46783,1.60587,1.30465,0.02673,0.68409,2.67031,0.00151688,0.00151688,0.00151688
734,11571.7,0.78469,0.48749,0.11593,0.41293,1.4376,0.99007,0.75,0.745,0.44521,0.99007,0.75,0.745,0.49967,1.35605,1.30312,0.02555,0.59934,2.27362,0.00151622,0.00151622,0.00151622
735,11587,0.64397,0.4782,0.05719,0.3834,1.27664,0.99007,0.75,0.745,0.44521,0.99007,0.75,0.745,0.49967,1.35605,1.30312,0.02555,0.59934,2.27362,0.00151556,0.00151556,0.00151556
736,11602.3,0.65033,0.53195,0.09243,0.3762,1.36037,0.99007,0.75,0.745,0.44521,0.99007,0.75,0.745,0.49967,1.35605,1.30312,0.02555,0.59934,2.27362,0.0015149,0.0015149,0.0015149
737,11617.4,0.71076,0.47454,0.17947,0.40867,1.42426,0.99007,0.75,0.745,0.44521,0.99007,0.75,0.745,0.49967,1.35605,1.30312,0.02555,0.59934,2.27362,0.00151424,0.00151424,0.00151424
